AllReduce,compute,mem,others,total_time
2.747758706,0.6543238309999999,0.043233826999999996,0.33449235,3.779808714
3.201818604,0.6544758500000001,0.042586694,0.334747697,4.233628845
2.369564919,0.654237268,0.043218443,0.33456131,3.4015819400000007
2.216231038,0.654268549,0.043351086999999996,0.334586875,3.2484375489999997
2.2382894,0.654470965,0.043272184000000005,0.334641827,3.270674376
1.965698123,0.6544556199999999,0.043696952,0.33472357199999997,2.9985742669999995
2.018534501,0.65394627,0.043372967,0.334339264,3.050193002
2.042688105,0.6543399420000001,0.043426088,0.33447970299999996,3.0749338379999998
1.820419654,0.6544597129999999,0.043860636,0.33466439600000003,2.853404399
1.922717011,0.655035631,0.043545761999999995,0.334778346,2.9560767500000003
1.881404295,0.6551985069999999,0.043561781,0.334895618,2.9150602009999997
1.938464007,0.6544097300000001,0.043543109999999996,0.334689749,2.9711065960000003
2.005098436,0.655343521,0.043639328,0.335057984,3.039139269
1.880709488,0.65491503,0.043867948,0.33478266300000004,2.914275129
15.901753704999999,0.653919731,0.043464618999999996,0.334128025,16.933266079999996
1.929676586,0.6545828779999999,0.043681531999999995,0.334626411,2.962567407
2.598945546,0.6537426319999999,0.04053302300000001,0.33461747000000003,3.627838671
2.982415799,0.654230891,0.039890419999999996,0.334424603,4.0109617129999995
2.00694852,0.654358097,0.039978432999999994,0.334663442,3.0359484920000006
2.0804476650000003,0.6541820709999999,0.039998658,0.33457898199999997,3.1092073759999996
2.236007682,0.654009559,0.039848255,0.33449913600000003,3.264364632
1.917346227,0.6545981839999999,0.040713035999999994,0.33479008499999996,2.947447532
1.880209319,0.654479602,0.040773936000000004,0.33466707500000004,2.910129932
10.081965461,0.6538865819999999,0.040079509,0.33437361099999996,11.110305162999998
2.965209688,0.654192457,0.040081506999999995,0.334605581,3.9940892329999995
2.037940186,0.654429081,0.040094990000000004,0.33462042200000003,3.067084679
3.177847488,0.654082506,0.03997614100000001,0.33454102,4.206447155
2.02116056,0.655060441,0.039955935000000005,0.33510710699999996,3.0512840429999994
3.041271016,0.653857561,0.040088674000000005,0.33451899100000004,4.069736242
4.030535256,0.653961159,0.039886985,0.334344289,5.0587276889999995
