AllReduce,compute,mem,others,total_time
0.812706814,0.654504819,0.04460801300000001,0.33536950000000004,1.8471891459999998
2.151031723,0.653983353,0.04288612,0.33503236,3.1829335560000005
1.9195546220000002,0.6531364140000001,0.043825784,0.334318828,2.9508356480000004
1.952534238,0.654735108,0.04358697599999999,0.335165051,2.9860213730000003
2.339405926,0.6543974020000001,0.043204757999999996,0.33496857399999996,3.3719766599999996
1.99491054,0.654125018,0.04348919099999999,0.334746014,3.027270763
2.002550588,0.654134218,0.043404784,0.33493116500000003,3.035020755
7.351953626999999,0.653666504,0.042893559000000005,0.334590155,8.383103844999999
1.810339332,0.654161448,0.043870401,0.334730033,2.843101214
1.9000155319999998,0.6539259919999999,0.043871,0.334309133,2.9321216569999997
1.646749869,0.6533673670000001,0.045255781,0.333953507,2.679326524
1.925873091,0.6540036730000001,0.043690834000000005,0.334702159,2.958269757
6.683455043,0.6546751369999999,0.043436852,0.335035192,7.716602224
5.417203308,0.654123578,0.04268111300000001,0.334657453,6.448665451999999
1.9275706259999998,0.6539950330000001,0.043589396999999995,0.334490329,2.959645385
4.043242641,0.65424932,0.042806391,0.334638655,5.074937007
2.0157370869999998,0.654177638,0.043488203999999996,0.334729673,3.0481326019999995
4.753348004999999,0.654103812,0.043245597000000004,0.334546242,5.7852436560000005
7.890279125,0.6538082709999999,0.043164894999999995,0.33428929799999996,8.921541589
5.712311129,0.6531228189999999,0.043040853,0.33393801300000003,6.742412814000001
2.048144224,0.6548173389999999,0.043541363,0.334836405,3.0813393309999997
2.237164548,0.6547275899999999,0.043286547,0.334916767,3.2700954520000005
1.673462387,0.654053421,0.045246327,0.334562698,2.707324833
4.098275875000001,0.653752507,0.04273033099999999,0.334404238,5.1291629510000005
10.918770395,0.65414549,0.043081628999999996,0.33468655,11.950684064
2.2995072220000004,0.654233012,0.042823638000000004,0.334694088,3.33125796
3.1231616460000002,0.655061029,0.04262496400000001,0.33501287100000005,4.15586051
3.123076954,0.6543210200000001,0.04226713099999999,0.33462508300000005,4.154290188000001
3.046404635,0.654747403,0.041641027000000004,0.334941871,4.077734936
2.804169232,0.6544506880000001,0.043031718999999996,0.334806608,3.836458247
1.9443493189999999,0.654298603,0.043630966,0.334737071,2.9770159590000005
1.938249603,0.654195613,0.043510360000000005,0.334860979,2.9708165550000003
2.0459501540000002,0.6537750189999999,0.043381694000000005,0.334522655,3.077629522
2.059997707,0.6555347229999999,0.04323857899999999,0.33564208,3.094413089
2.055248237,0.654260561,0.043679833,0.334681664,3.087870295
1.991330718,0.652952687,0.043251793000000004,0.333804254,3.0213394520000003
2.455768004,0.654174992,0.043259141,0.33465210500000003,3.487854242
1.975964726,0.654619416,0.043028449,0.33498512799999997,3.0085977189999995
2.044789253,0.654330085,0.043152417,0.33470477899999995,3.076976534
1.928145857,0.654415945,0.043620841,0.334351882,2.960534525
1.8892169109999999,0.654270938,0.043726667,0.33469402000000004,2.921908536
2.8628662680000003,0.654265458,0.04296689100000001,0.334719997,3.894818614
2.892640702,0.6544860160000001,0.043125757,0.334900776,3.9251532510000002
2.015457218,0.653745886,0.043241508,0.334278119,3.0467227310000005
2.9694586199999997,0.654301299,0.043156526,0.334872247,4.001788692
2.172845992,0.6529753389999999,0.04323947200000001,0.33377852,3.202839323
1.921995154,0.6541731190000001,0.04361462,0.334642757,2.95442565
2.075578859,0.653567228,0.043250839000000006,0.334392857,3.1067897829999995
1.8992725700000002,0.6543573420000001,0.043810165,0.334970906,2.932410983
2.1656823519999997,0.653931261,0.043603732,0.334583877,3.1978012219999994
2.049627369,0.654203072,0.043185404000000004,0.334677459,3.081693304
1.908528139,0.654444323,0.043650090999999995,0.334801764,2.9414243169999996
1.913583352,0.6541232680000001,0.043606281000000004,0.334684028,2.945996929
2.369393387,0.653761049,0.043013938,0.334262362,3.4004307359999997
7.070075643,0.654375604,0.042945744999999994,0.334695706,8.102092698
2.04692904,0.6548615219999999,0.043107819,0.335115595,3.080013976
8.02108508,0.6541125990000001,0.042879716000000005,0.334594362,9.052671757
1.975233621,0.6543293189999999,0.04351081899999999,0.334593384,3.0076671429999995
2.757930725,0.653754673,0.042955947,0.33421896500000003,3.78886031
2.2185640330000003,0.654161437,0.04299395600000001,0.334549828,3.2502692540000004
3.513453889,0.652842781,0.043788953000000005,0.33343097,4.5435165930000005
23.535630550999997,0.654092854,0.043222523,0.334283859,24.567229786999995
2.012879115,0.6541250270000001,0.043514004,0.334448528,3.044966674
2.895471058,0.654267265,0.043676178,0.334519953,3.9279344540000003
2.0428946,0.654111824,0.043471183000000004,0.334554921,3.0750325280000004
3.443331176,0.6543503110000001,0.043520627000000006,0.334500005,4.475702118999999
5.3038248789999995,0.6543303490000001,0.043509084999999996,0.334626939,6.336291251999999
2.078703859,0.654664704,0.043223621000000004,0.33472108100000003,3.111313265
1.947050682,0.654274328,0.043649543,0.334381503,2.979356056
2.1502300770000002,0.654988317,0.042950901,0.334978225,3.1831475200000003
2.030804679,0.654988223,0.04324819,0.33492197,3.063963062
1.558238666,0.653939024,0.045493153,0.33408460300000004,2.591755446
1.9422521670000001,0.6540663959999999,0.043311699,0.334134857,2.973765119
2.041098567,0.653895207,0.043758566,0.334380383,3.073132723
2.018692926,0.6543708619999999,0.043148021,0.334578029,3.0507898379999996
1.974772297,0.6542143730000001,0.043235266,0.334460466,3.0066824020000005
2.167772632,0.654515361,0.043092704999999995,0.334635186,3.200015884
1.875930998,0.6534753369999999,0.0437428,0.334063805,2.9072129400000004
1.875822468,0.654430513,0.043640945,0.334347221,2.908241147
2.190670841,0.654126436,0.043617669000000005,0.334307323,3.222722269
1.9712356549999999,0.654101134,0.043638998,0.334326837,3.003302624
2.311009277,0.654341992,0.043468228000000005,0.33444518799999995,3.3432646850000007
2.4700673689999997,0.654671549,0.042944689999999994,0.33488802700000003,3.502571635
4.037854391,0.654520541,0.042400584000000005,0.334653305,5.069428821
2.239520893,0.654749021,0.043250475999999996,0.33480930999999997,3.2723297000000002
2.5228440169999997,0.654902033,0.042893878,0.334888438,3.5555283659999994
