run_name,app_time,total_mpi_time,mpi_Allgather,mpi_Allreduce,mpi_Barrier,mpi_Bcast,mpi_Irecv,mpi_Isend,mpi_Recv_init,mpi_Request_free,mpi_Send_init,mpi_Start,mpi_Test,mpi_Wait
2025-04-11_05-29-15-job37637703,2.183594e+02,1.218750e+02,4.452673e-02,3.087533e+01,1.023828e+00,5.581673e-02,1.696663e-03,4.057133e-03,1.435961e-02,3.083713e-02,1.485098e-02,2.080157e+00,8.619393e+01,1.669576e+00
2025-01-14_02-41-51-job34768173,2.187500e+02,1.261719e+02,2.756445e-02,3.298379e+01,8.531851e-01,1.467933e-02,1.586159e-03,6.499918e-03,1.823534e-02,3.775342e-02,1.884286e-02,2.567705e+00,8.779432e+01,1.661218e+00
2025-04-06_00-53-37-job37489002,2.195312e+02,1.238281e+02,8.165312e-02,3.017837e+01,8.783551e-01,3.963899e-02,1.692020e-03,6.584525e-03,1.434819e-02,3.221422e-02,1.509747e-02,2.080461e+00,8.859975e+01,1.720365e+00
2025-04-01_10-55-44-job37364014,2.199219e+02,1.238281e+02,3.010696e-02,3.179362e+01,8.207493e-01,5.725107e-02,1.660534e-03,4.499099e-03,1.445472e-02,3.100355e-02,1.490785e-02,2.103473e+00,8.720710e+01,1.678152e+00
2025-04-02_03-36-38-job37383414,2.199219e+02,1.234375e+02,7.721572e-02,3.239875e+01,1.353405e+00,4.188217e-02,1.718277e-03,3.652026e-03,1.438964e-02,3.044483e-02,1.484498e-02,2.079357e+00,8.568885e+01,1.730145e+00
2025-04-09_01-49-42-job37597356,2.199219e+02,1.234375e+02,6.231047e-02,3.336555e+01,1.044482e+00,3.974362e-02,1.743776e-03,3.680783e-03,1.439585e-02,3.031858e-02,1.486680e-02,2.082356e+00,8.524060e+01,1.687634e+00
2024-12-31_12-43-44-job34434893,2.203125e+02,1.277344e+02,2.912112e-02,3.336281e+01,9.180142e-01,1.479603e-02,1.588734e-03,5.849500e-03,1.828861e-02,3.764646e-02,1.894397e-02,2.570441e+00,8.901660e+01,1.632614e+00
2025-01-03_11-43-43-job34523954,2.203125e+02,1.273438e+02,2.766211e-02,3.516286e+01,7.743906e-01,1.670993e-02,1.641095e-03,5.988259e-03,1.825757e-02,3.781885e-02,1.888571e-02,2.572084e+00,8.718299e+01,1.613962e+00
2025-03-30_13-38-45-job37287214,2.203125e+02,1.238281e+02,5.192794e-02,3.245963e+01,9.486359e-01,9.855705e-02,1.751376e-03,3.875239e-03,1.435801e-02,3.067909e-02,1.487361e-02,2.081083e+00,8.659014e+01,1.677363e+00
2025-04-04_10-41-46-job37437374,2.203125e+02,1.234375e+02,7.770041e-02,3.185037e+01,1.341062e+00,6.761339e-02,1.650625e-03,1.005563e-02,1.440806e-02,3.724336e-02,1.592344e-02,2.095403e+00,8.614794e+01,1.787569e+00
2025-04-04_11-18-23-job37450211,2.203125e+02,1.238281e+02,2.213031e-01,2.998491e+01,1.725763e+00,2.040424e-01,1.710304e-03,3.539377e-03,1.431295e-02,3.125938e-02,1.491246e-02,2.086658e+00,8.789506e+01,1.719623e+00
2025-01-15_03-24-34-job34812291,2.207031e+02,1.281250e+02,3.055496e-02,3.295697e+01,9.760621e-01,1.765372e-02,1.637546e-03,6.075596e-03,1.820871e-02,3.794595e-02,1.879981e-02,2.566623e+00,8.973929e+01,1.627899e+00
2025-01-03_14-29-33-job34530592,2.214844e+02,1.316406e+02,2.825771e-02,3.702633e+01,1.200350e+00,1.741200e-02,1.567176e-03,6.504270e-03,1.822353e-02,3.792489e-02,1.912078e-02,2.569933e+00,8.902283e+01,1.842742e+00
2025-04-01_07-32-42-job37359320,2.214844e+02,1.253906e+02,3.642785e-02,3.210369e+01,1.342764e+00,3.266010e-02,1.775626e-03,3.542072e-03,1.437843e-02,3.049051e-02,1.496772e-02,2.087927e+00,8.808767e+01,1.664129e+00
2025-04-04_02-10-16-job37424381,2.222656e+02,1.261719e+02,3.976804e-02,3.226583e+01,1.491818e+00,5.302759e-02,1.662614e-03,4.082852e-03,1.433898e-02,3.100663e-02,1.485118e-02,2.084703e+00,8.860752e+01,1.705919e+00
2025-01-08_06-17-02-job34650602,2.226562e+02,1.300781e+02,2.382307e-02,3.567900e+01,1.240744e+00,1.464469e-02,1.556888e-03,6.356694e-03,1.818108e-02,3.762208e-02,1.876456e-02,2.564833e+00,8.891469e+01,1.619775e+00
2025-04-08_19-06-36-job37570467,2.226562e+02,1.257812e+02,3.423734e-02,3.521542e+01,1.057765e+00,3.926194e-02,1.678884e-03,3.386621e-03,1.437443e-02,3.056352e-02,1.483496e-02,2.079570e+00,8.573495e+01,1.674379e+00
2025-01-03_20-23-13-job34552867,2.230469e+02,1.296875e+02,2.656881e-02,3.781229e+01,9.382270e-01,1.262205e-02,1.652145e-03,6.419614e-03,1.818408e-02,3.771900e-02,1.878299e-02,2.562397e+00,8.657761e+01,1.635526e+00
2025-01-11_17-45-39-job34730815,2.234375e+02,1.304688e+02,2.337751e-02,3.774570e+01,1.361472e+00,1.120075e-02,1.617871e-03,6.373995e-03,1.813222e-02,3.762356e-02,1.873273e-02,2.563349e+00,8.691549e+01,1.639771e+00
2025-03-31_22-07-45-job37346276,2.234375e+02,1.273438e+02,3.236764e-02,3.315170e+01,9.520613e-01,5.495319e-02,1.587639e-03,3.731207e-03,1.440947e-02,3.344132e-02,1.484438e-02,2.090408e+00,8.948966e+01,1.666504e+00
2024-12-30_16-14-51-job34357636,2.242188e+02,1.316406e+02,2.541207e-02,3.675493e+01,7.452831e-01,1.530370e-02,1.667112e-03,6.105056e-03,1.834067e-02,3.768688e-02,1.889592e-02,2.577379e+00,8.971620e+01,1.613890e+00
2025-01-12_02-51-40-job34737705,2.250000e+02,1.312500e+02,2.322138e-02,4.145814e+01,7.851442e-01,1.656627e-02,1.656052e-03,6.497802e-03,1.819350e-02,3.757221e-02,1.881522e-02,2.565514e+00,8.465939e+01,1.569943e+00
2025-03-29_04-37-07-job37250905,2.250000e+02,1.289062e+02,3.410129e-02,3.749777e+01,8.719341e-01,5.464716e-02,1.623302e-03,3.561124e-03,1.438043e-02,3.037416e-02,1.481254e-02,2.080764e+00,8.650112e+01,1.664471e+00
2025-01-15_02-37-56-job34790738,2.253906e+02,1.328125e+02,2.481341e-02,3.835592e+01,9.093379e-01,1.645845e-02,1.710984e-03,6.069319e-03,1.833166e-02,3.783169e-02,1.897601e-02,2.574251e+00,8.916602e+01,1.655954e+00
2025-01-07_08-44-37-job34627345,2.257812e+02,1.328125e+02,2.692698e-02,3.938023e+01,8.975197e-01,1.568985e-02,1.811733e-03,5.962611e-03,1.817908e-02,3.763770e-02,1.878839e-02,2.559783e+00,8.839397e+01,1.626480e+00
2025-01-15_00-33-15-job34775445,2.261719e+02,1.328125e+02,2.447835e-02,3.948611e+01,1.116413e+00,1.648304e-02,1.634350e-03,6.398141e-03,1.822653e-02,3.763570e-02,1.882463e-02,2.571253e+00,8.804880e+01,1.599427e+00
2025-01-08_11-58-47-job34663028,2.265625e+02,1.332031e+02,2.580446e-02,4.011722e+01,1.095634e+00,1.437228e-02,1.546969e-03,6.361463e-03,1.818408e-02,3.762835e-02,1.882744e-02,2.560765e+00,8.783072e+01,1.639713e+00
2025-01-10_10-09-09-job34704574,2.269531e+02,1.335938e+02,2.854526e-02,3.999635e+01,1.038437e+00,1.504563e-02,1.618788e-03,6.162158e-03,1.825076e-02,3.776765e-02,1.881362e-02,2.571165e+00,8.819692e+01,1.620235e+00
2025-04-01_01-17-21-job37350081,2.277344e+02,1.316406e+02,1.061232e-01,3.897662e+01,9.763476e-01,3.762765e-02,1.714426e-03,3.647828e-03,1.444251e-02,3.075891e-02,1.487922e-02,2.090805e+00,8.762865e+01,1.695126e+00
2025-01-04_10-31-18-job34569638,2.289062e+02,1.367188e+02,2.773768e-02,4.171648e+01,1.033709e+00,1.553238e-02,1.658410e-03,6.150296e-03,1.822093e-02,3.763267e-02,1.888310e-02,2.569876e+00,8.942355e+01,1.657065e+00
2025-04-07_07-08-29-job37517902,2.292969e+02,1.328125e+02,3.748175e-02,4.103091e+01,1.280144e+00,3.733771e-02,1.738923e-03,4.198608e-03,1.441007e-02,3.062432e-02,1.469740e-02,2.088353e+00,8.654301e+01,1.635326e+00
2025-01-10_18-38-49-job34718831,2.316406e+02,1.382812e+02,2.700411e-02,4.527868e+01,9.020336e-01,1.525445e-02,1.630045e-03,6.245168e-03,1.818589e-02,3.763384e-02,1.883465e-02,2.563494e+00,8.796665e+01,1.611135e+00
2025-01-02_04-38-26-job34469337,2.324219e+02,1.394531e+02,2.546520e-02,4.461613e+01,1.180364e+00,1.247987e-02,1.608167e-03,6.346201e-03,1.818288e-02,3.765552e-02,1.882183e-02,2.566702e+00,8.937913e+01,1.643012e+00
2025-01-02_23-27-16-job34484111,2.324219e+02,1.394531e+02,3.326273e-02,4.526345e+01,7.466414e-01,1.564817e-02,1.614414e-03,6.097917e-03,1.822553e-02,3.781868e-02,1.887609e-02,2.567519e+00,8.894269e+01,1.638976e+00
2025-04-08_18-54-43-job37561871,2.328125e+02,1.363281e+02,3.441621e-02,4.540927e+01,1.100540e+00,5.048534e-02,1.791192e-03,3.565781e-03,1.437923e-02,3.029594e-02,1.477650e-02,2.080668e+00,8.575970e+01,1.660190e+00
2025-03-30_22-33-39-job37311408,2.332031e+02,1.367188e+02,4.385791e-02,4.641791e+01,9.409306e-01,1.135450e-01,1.727357e-03,3.785280e-03,1.448335e-02,3.060992e-02,1.498814e-02,2.096266e+00,8.521461e+01,1.702263e+00
2025-01-15_01-49-29-job34783274,2.343750e+02,1.417969e+02,2.822350e-02,4.850280e+01,9.397878e-01,1.505471e-02,1.580262e-03,6.378534e-03,1.830322e-02,3.778871e-02,1.891975e-02,2.574177e+00,8.791284e+01,1.637037e+00
2025-01-15_02-59-52-job34799014,2.343750e+02,1.410156e+02,2.485404e-02,4.787839e+01,1.120576e+00,1.334948e-02,1.576171e-03,6.103560e-03,1.829481e-02,3.767195e-02,1.891414e-02,2.568697e+00,8.783463e+01,1.675975e+00
2025-01-25_04-50-26-job35175246,2.347656e+02,1.410156e+02,4.257796e-02,4.655646e+01,1.199796e+00,3.698886e-02,1.625849e-03,6.631994e-03,1.811881e-02,3.774695e-02,1.868127e-02,2.575974e+00,8.891526e+01,1.667640e+00
2024-12-31_07-13-09-job34431331,2.375000e+02,1.449219e+02,3.406413e-02,5.022548e+01,1.444346e+00,1.693703e-02,1.549030e-03,6.233531e-03,1.818609e-02,3.787416e-02,1.911077e-02,2.569072e+00,8.878912e+01,1.684600e+00
2025-04-06_15-32-22-job37509582,2.375000e+02,1.410156e+02,6.703218e-02,5.016649e+01,1.005573e+00,4.419720e-02,1.716998e-03,3.733447e-03,1.447895e-02,3.048115e-02,1.489744e-02,2.098418e+00,8.587153e+01,1.693067e+00
2025-04-07_16-27-46-job37523387,2.375000e+02,1.414062e+02,3.754234e-02,4.916851e+01,1.016587e+00,1.183651e-01,1.726497e-03,6.553562e-03,1.438584e-02,3.345563e-02,1.477249e-02,2.102728e+00,8.702970e+01,1.671270e+00
2025-04-08_12-36-57-job37551500,2.390625e+02,1.425781e+02,5.038371e-02,5.106970e+01,1.029550e+00,3.891382e-02,1.765673e-03,3.664416e-03,1.442569e-02,3.497859e-02,1.484157e-02,2.089543e+00,8.655217e+01,1.697964e+00
2025-04-05_07-32-36-job37485595,2.414062e+02,1.488281e+02,3.632333e-02,5.550298e+01,1.359216e+00,3.297865e-02,1.737418e-03,4.348828e-03,1.437042e-02,3.701568e-02,1.589881e-02,2.094397e+00,8.784970e+01,1.947608e+00
2025-01-04_00-56-25-job34563262,2.417969e+02,1.492188e+02,3.301727e-02,5.436769e+01,8.802929e-01,1.571516e-02,1.596212e-03,6.279704e-03,1.824936e-02,3.770185e-02,1.882503e-02,2.572807e+00,8.947720e+01,1.606084e+00
2025-04-08_20-47-41-job37589375,2.554688e+02,1.593750e+02,4.384782e-02,6.419713e+01,1.223716e+00,4.255570e-02,1.714279e-03,5.137173e-03,1.442168e-02,3.240829e-02,1.485419e-02,2.090085e+00,8.990419e+01,1.735951e+00
2025-04-06_04-58-31-job37502642,2.628906e+02,1.671875e+02,3.366950e-02,7.080148e+01,1.102614e+00,5.020392e-02,1.736441e-03,7.198154e-03,1.438083e-02,3.369296e-02,1.545008e-02,2.082783e+00,9.141822e+01,1.725826e+00
