username,correlation,max
user_woncheol,-0.20253790470808933,5.0
user_etmeier,0.2024682595079812,56.0
user_doronwu,0.20084405864172838,36.0
user_jdv1001,0.20030822093593695,4.0
user_madan12,0.2001564844049689,20.0
user_cpotvin,-0.20010152427913602,8.0
user_sysong,-0.19975824356179084,103.0
user_filip902,-0.1982626582988389,12.0
user_prince93,-0.19800189039457253,16.0
user_ithomas,0.1976392597832205,16.0
user_jfields7,0.19694241746940103,66.0
user_jinchen,-0.19562861376094634,120.0
user_welliao,0.19524562126763123,14.0
user_kavalsky,0.1939138681013813,14.0
user_rebarchm,0.19367432711973503,32.0
user_xiaoyin,-0.19365960764371323,16.0
user_ajball,-0.19179625742316417,32.0
user_cwhicker,-0.19158317476312528,30.0
user_liujy,0.19151345317135424,12.0
user_selinadi,0.1906549859385024,16.0
user_leonotis,-0.19061250844123478,28.0
user_yanh869,-0.19052932361200686,16.0
user_malvarez,-0.1894321920246176,16.0
user_hhllbao,0.18866877477183752,96.0
user_abpark,-0.1885158995645591,25.0
user_tnbernar,0.1874874499167207,8.0
user_pokhilko,0.18502473210814327,8.0
user_theis,0.1848858712992645,48.0
user_zhyang,-0.18464617241869755,96.0
user_enchao,-0.18461678556153627,432.0
user_dwindso1,0.18382114733315238,4.0
user_tshi777,-0.1834675292746711,864.0
user_nkatyal,0.1823776336125736,14.0
user_malamast,-0.18225701314021822,12.0
user_jdtowns,0.18194474037552752,10.0
user_haochen,0.18180764161524393,32.0
user_victornr,-0.1810629715773299,10.0
user_hauschil,0.1808849024230117,288.0
user_hyin7640,-0.17987039161009158,64.0
user_rdgrande,-0.17880686316151093,80.0
user_nluongo,0.17813727115684783,64.0
user_diptarko,0.17813727115684783,4.0
user_virajvm,0.17813727115684783,16.0
user_hhsong,0.17813727115684783,2.0
user_toulik04,0.1781372711568478,6.0
user_chrzim,0.1781372711568478,20.0
user_xqslac,-0.1780938403437661,2.0
user_rqi,-0.1778291273053535,16.0
user_nmandell,0.17660953686243167,60.0
user_rzhu16,0.1752950779637831,6.0
user_jmena,0.17475260963676853,10.0
user_dantasqu,0.17458309793765925,4.0
user_scarmic1,0.17425362383588255,47.0
user_gabigutt,0.17425362383588255,16.0
user_rcoronel,0.17425362383588247,10.0
user_kilin,-0.1739574591487709,62.0
user_genwang,-0.1733295275243283,768.0
user_ksa,0.1724073087862873,8.0
user_jcpeyton,0.17237831812468488,12.0
user_gweng23,-0.17237724698351864,20.0
user_wyuxuan,-0.17222720915062403,32.0
user_mghosh,0.1715967440533832,16.0
user_tmihm23,-0.17135256699448417,36.0
user_jrblaum,-0.17115676204411762,8.0
user_gustavoz,0.17099842250745512,4.0
user_churlhi,-0.17067388979500428,4.0
user_oyeniran,0.16974772178438985,56.0
user_rainli,0.16956430625752336,142.0
user_sdough,0.1690436191364043,16.0
user_nickpant,0.16850562949589434,12.0
user_cjacobus,0.16740715348797378,128.0
user_u10198,0.16739999563477598,16.0
user_tropin,-0.16727799205494742,512.0
user_nagarwal,0.16698136974123953,4.0
user_abayer,0.16633684995593306,8.0
user_jneedham,0.16485854326875218,4.0
user_dspong,0.1645447821571889,8.0
user_ebelli,0.16448922546626865,144.0
user_jtfuller,-0.1643792404460583,15.0
user_amandaxl,-0.16282236048261206,20.0
user_jiaweiz,0.16268017442240928,24.0
user_porao,0.1620282912521197,256.0
user_chandru,0.16149728531407678,40.0
user_abhiagr,0.1613351322925772,316.0
user_kkchandr,0.1612574164553762,18.0
user_syeom,-0.1603623571145931,16.0
user_elegnani,0.1593178607453176,4.0
user_junting,0.15847437236635803,4.0
user_edmondc,0.15814932673558665,6.0
user_kjw,0.15807232229109502,256.0
user_kairi,0.157973385506325,4.0
user_jtanglbl,0.157973385506325,4.0
user_spkisyov,0.1579733855063248,30.0
user_aoyan,-0.15778819253250556,50.0
user_sghoshal,-0.15735429955289862,6.0
user_startsev,-0.15726965290435568,8.0
user_hoffman2,-0.15635177646956674,24.0
user_liliyao,-0.1560844698725222,32.0
user_inbarsav,0.15537965406227974,272.0
user_xinlu,-0.15511888983310457,301.0
user_mslee,0.1549685613012827,70.0
user_smeinel,-0.15461791330724742,528.0
user_pandeyh,-0.15451352411969962,4.0
user_twamorka,0.1543888964964876,80.0
user_kkarl3,0.15266530312774265,10.0
user_kibaekk,0.15231192219014195,2.0
user_wkim94,0.15231192219014195,32.0
user_nksauter,0.15231192219014195,4.0
user_soumya35,0.15231192219014195,8.0
user_xwang29,0.15231192219014195,16.0
user_rachelt,0.1521328861339482,4.0
user_heejoon,0.15174130625692858,4.0
user_fzhang,-0.15157059956598115,16.0
user_jvdop,0.15152565566731338,32.0
user_cherrera,0.15142488157645584,120.0
user_mitn,-0.15098991715836543,48.0
user_zhihanz,-0.1504227265636197,256.0
user_p012chm,-0.15015236627780917,12.0
user_svarouti,0.15014846678793195,32.0
user_ldhough,0.14978730304909244,2.0
user_elbouha,0.14978730304909244,16.0
user_isriva,0.14978730304909244,2.0
user_blaschke,0.14978730304909235,12.0
user_jhm48,0.14978730304909235,6.0
user_pakmasha,0.14910923922549027,4.0
user_bartolds,0.14906116478530562,8.0
