Node,GPU,Time
nid002948,0,0.27155
nid002980,1,0.265786
nid002969,0,0.268922
nid002960,3,0.266607
nid001261,1,0.267979
nid002992,0,0.27133
nid001244,1,0.266492
nid001264,0,0.270931
nid002961,1,0.268475
nid001260,0,0.27141
nid001232,3,0.267923
nid001269,1,0.268973
nid003008,0,0.271644
nid001232,0,0.270545
nid003001,2,0.269759
nid002972,1,0.267617
nid001233,1,0.268341
nid002984,0,0.270015
nid003016,0,0.272199
nid003004,0,0.270897
nid002989,3,0.266643
nid002997,0,0.272539
nid002952,2,0.269222
nid002993,0,0.27215
nid002952,0,0.272796
nid003001,0,0.273199
nid002980,0,0.273444
nid002965,1,0.270527
nid002985,0,0.270597
nid003024,0,0.2731
nid003028,2,0.268214
nid003005,0,0.270375
nid002969,1,0.267629
nid003008,2,0.269237
nid001268,1,0.269799
nid002956,0,0.272204
nid002989,0,0.270754
nid001252,3,0.269388
nid001260,1,0.270516
nid001248,0,0.272665
nid003000,0,0.267893
nid001265,2,0.269177
nid002972,2,0.26931
nid001232,2,0.271403
nid003017,0,0.274072
nid001269,2,0.271229
nid003012,1,0.270986
nid001257,1,0.271555
nid003005,3,0.268696
nid002992,3,0.269287
nid002977,3,0.270359
nid001257,3,0.272235
nid002945,0,0.272515
nid002976,0,0.273967
nid002997,2,0.269013
nid002993,3,0.270377
nid001272,1,0.269755
nid003020,2,0.271303
nid002976,2,0.270691
nid001253,0,0.27459
nid002964,1,0.269883
nid002949,3,0.270723
nid002980,2,0.270421
nid003013,0,0.273213
nid002952,1,0.271651
nid001272,3,0.268507
nid003024,1,0.272354
nid002992,1,0.265996
nid001264,1,0.269638
nid003001,1,0.273242
nid002985,3,0.270378
nid002984,1,0.27022
nid001261,0,0.2757
nid002968,3,0.271529
nid002997,3,0.272698
nid001257,0,0.272361
nid001268,3,0.273013
nid003028,1,0.271773
nid003028,0,0.275019
nid001249,2,0.271772
nid003013,2,0.271217
nid001265,1,0.272187
nid001268,2,0.273539
nid002984,3,0.273213
nid002988,3,0.268653
nid003017,2,0.272864
nid001261,3,0.273444
nid003020,3,0.273154
nid003000,1,0.270442
nid001249,0,0.273901
nid001272,2,0.270132
nid001252,1,0.274104
nid003012,0,0.276343
nid001252,0,0.276169
nid003009,1,0.269572
nid001245,1,0.268646
nid002981,0,0.270572
nid002984,2,0.27176
nid001249,1,0.272574
nid001248,3,0.267089
nid002948,2,0.271479
nid001253,2,0.27396
nid003016,3,0.268042
nid001232,1,0.271954
nid003001,3,0.268989
nid002973,3,0.270103
nid001256,0,0.276562
nid002993,1,0.272876
nid001265,3,0.273376
nid002973,2,0.271521
nid002977,0,0.274151
nid003017,1,0.275105
nid001241,2,0.274091
nid002945,3,0.270917
nid001269,0,0.273914
nid001244,0,0.277825
nid002989,1,0.271738
nid001241,1,0.267352
nid003025,2,0.269909
nid002965,0,0.275391
nid002968,2,0.273469
nid002968,0,0.272039
nid002989,2,0.272383
nid003000,3,0.271516
nid002960,0,0.272792
nid001248,1,0.274414
nid003005,2,0.272708
nid002988,1,0.273414
nid002949,2,0.273279
nid003004,2,0.273717
nid003025,0,0.270971
nid003020,0,0.273389
nid002960,1,0.270256
nid003024,2,0.276087
nid002945,1,0.268885
nid003005,1,0.273257
nid001237,0,0.278396
nid001273,0,0.270775
nid002981,2,0.274275
nid001240,2,0.271001
nid002996,3,0.272354
nid003025,1,0.271088
nid002953,0,0.27703
nid003021,0,0.27159
nid003021,1,0.268448
nid002996,0,0.273491
nid001260,2,0.271632
nid001253,3,0.2737
nid002956,2,0.273745
nid001273,3,0.271785
nid001236,2,0.276608
nid003025,3,0.271565
nid002960,2,0.273622
nid003013,1,0.273102
nid001240,0,0.272172
nid003009,0,0.274713
nid002953,1,0.274106
nid002949,0,0.271872
nid002953,2,0.273309
nid002976,3,0.273288
nid002949,1,0.273528
nid003024,3,0.271212
nid001256,1,0.269598
nid001236,0,0.273115
nid003028,3,0.269637
nid002973,0,0.276309
nid003009,3,0.271447
nid002981,3,0.275054
nid002968,1,0.269071
nid003012,3,0.273795
nid001241,0,0.275137
nid002952,3,0.269922
nid002993,2,0.271942
nid002969,2,0.274733
nid002977,2,0.270138
nid002992,2,0.270164
nid001249,3,0.273333
nid001265,0,0.273106
nid001261,2,0.27045
nid003009,2,0.274321
nid003004,3,0.269879
nid003021,2,0.273509
nid002945,2,0.270979
nid001273,2,0.27212
nid002976,1,0.27082
nid001256,3,0.272719
nid003016,1,0.273001
nid003020,1,0.271776
nid001237,1,0.270361
nid002973,1,0.271526
nid002996,1,0.270803
nid002953,3,0.27588
nid002964,2,0.275995
nid001240,3,0.270851
nid001248,2,0.273959
nid001269,3,0.271199
nid002964,0,0.273662
nid001256,2,0.273415
nid003016,2,0.27407
nid001273,1,0.27275
nid001236,1,0.270982
nid002956,3,0.271358
nid001257,2,0.274425
nid001272,0,0.274434
nid002957,2,0.27117
nid003008,1,0.274666
nid001237,2,0.271693
nid002957,3,0.271504
nid001240,1,0.27126
nid003012,2,0.271331
nid001233,0,0.27598
nid002997,1,0.272871
nid001264,3,0.270865
nid002957,0,0.274858
nid001233,2,0.27213
nid001264,2,0.273663
nid001244,3,0.272614
nid002961,2,0.274047
nid003008,3,0.271368
nid002957,1,0.273358
nid002981,1,0.272116
nid002985,2,0.27221
nid002961,3,0.272206
nid002948,3,0.27376
nid001245,0,0.276005
nid002988,2,0.274893
nid003000,2,0.27311
nid002964,3,0.272472
nid003021,3,0.27599
nid001233,3,0.27303
nid001244,2,0.273753
nid002980,3,0.273959
nid003017,3,0.273756
nid002956,1,0.27396
nid002961,0,0.276555
nid002996,2,0.273564
nid002985,1,0.273772
nid002969,3,0.275095
nid001241,3,0.274387
nid003013,3,0.27655
nid002965,2,0.275378
nid001252,2,0.275116
nid001236,3,0.275386
nid002965,3,0.275357
nid001260,3,0.275129
nid002948,1,0.275475
nid001245,2,0.276921
nid002977,1,0.276045
nid001237,3,0.275828
nid001245,3,0.276102
nid002972,0,0.287968
nid002972,3,0.273202
nid002208,0,0.26631
nid001188,0,0.268907
nid003340,0,0.267174
nid001185,0,0.270705
nid001864,0,0.270031
nid003777,3,0.266706
nid003328,1,0.267733
nid003768,0,0.265233
nid001865,1,0.267363
nid001181,0,0.272596
nid001189,2,0.269359
nid001189,0,0.269742
nid003772,0,0.27194
nid003336,0,0.268677
nid001405,1,0.266605
nid003709,3,0.269326
nid001977,0,0.269477
nid001865,0,0.2685
nid003321,0,0.268619
nid001417,0,0.272284
nid003772,2,0.270572
nid001184,0,0.272096
nid001405,0,0.270657
nid003329,1,0.268235
nid003328,0,0.270531
nid001409,1,0.268687
nid001408,0,0.272548
nid002204,3,0.268109
nid001413,3,0.269021
nid003324,0,0.27144
nid003720,0,0.273823
nid002204,0,0.268
nid001185,2,0.271862
nid001401,0,0.272482
nid001869,0,0.27388
nid003337,0,0.270093
nid002204,1,0.269148
nid001869,1,0.267117
nid001872,0,0.270315
nid003329,0,0.272076
nid001405,2,0.269928
nid001412,2,0.26959
nid003333,2,0.267899
nid003325,0,0.273701
nid001405,3,0.268395
nid001401,1,0.271854
nid001409,3,0.270302
nid003336,1,0.268611
nid002212,2,0.272178
nid001189,1,0.26593
nid002205,1,0.2713
nid001861,0,0.274066
nid001412,1,0.270403
nid003324,1,0.270871
nid001860,2,0.270087
nid001861,1,0.2686
nid003776,0,0.270468
nid003324,2,0.271449
nid001868,0,0.270935
nid001860,3,0.269903
nid001412,3,0.270885
nid001861,3,0.268387
nid001401,3,0.271034
nid001193,1,0.273552
nid001976,0,0.270642
nid001192,3,0.267807
nid002213,2,0.269746
nid003325,1,0.271006
nid003333,0,0.269551
nid001401,2,0.271364
nid003777,2,0.271
nid003777,0,0.269074
nid003773,3,0.270757
nid001980,1,0.269392
nid001860,0,0.272979
nid003332,1,0.265728
nid001857,3,0.269543
nid001185,3,0.2712
nid003337,3,0.266906
nid001869,2,0.272479
nid002213,1,0.26991
nid001864,3,0.270227
nid003709,2,0.27239
nid003720,1,0.267205
nid003717,0,0.27471
nid003776,3,0.266082
nid001184,1,0.268861
nid003721,1,0.266974
nid001865,2,0.269643
nid003712,0,0.270902
nid001413,1,0.273663
nid003769,3,0.266992
nid003705,2,0.271539
nid001416,1,0.269685
nid003713,0,0.270726
nid001864,2,0.273242
nid002212,0,0.270763
nid003337,1,0.267018
nid003340,3,0.275079
nid003332,3,0.272047
nid001977,1,0.270993
nid001417,2,0.274661
nid001189,3,0.272791
nid001868,1,0.270386
nid003717,1,0.267879
nid003709,1,0.270413
nid001861,2,0.271348
nid001412,0,0.271325
nid001192,0,0.272024
nid001192,1,0.274373
nid001980,0,0.272772
nid001976,3,0.26954
nid003716,1,0.271807
nid001865,3,0.270917
nid001409,0,0.271834
nid002209,0,0.271607
nid003336,3,0.269925
nid003721,3,0.268063
nid001404,1,0.271138
nid003768,3,0.269781
nid003328,2,0.268491
nid003720,3,0.269192
nid003776,1,0.270362
nid001868,3,0.269247
nid003713,3,0.26858
nid003724,0,0.274473
nid001196,3,0.271546
nid003776,2,0.269795
nid002205,3,0.269084
nid003336,2,0.272317
nid003764,3,0.268527
nid003773,0,0.275059
nid003325,2,0.269129
nid002212,3,0.276336
nid001872,3,0.27306
nid002212,1,0.276617
nid002217,3,0.273052
nid003720,2,0.276229
nid001976,2,0.273355
nid001193,0,0.27422
nid001188,1,0.269245
nid002209,1,0.269353
nid003340,1,0.274099
nid001857,0,0.272158
nid003721,2,0.272414
nid001408,3,0.269996
nid001408,2,0.270521
nid001857,1,0.272391
nid003724,3,0.270162
nid001196,2,0.271454
nid001196,0,0.273976
nid003777,1,0.271212
nid003716,3,0.270454
nid003705,1,0.274442
nid002205,0,0.273639
nid003716,2,0.27413
nid003321,3,0.272703
nid003764,0,0.273732
nid001413,0,0.27457
nid001872,1,0.270375
nid001872,2,0.277818
nid001409,2,0.276269
nid003769,1,0.270407
nid003717,2,0.270703
nid001404,0,0.273867
nid001196,1,0.275354
nid002213,3,0.271782
nid001404,3,0.27023
nid003769,2,0.270588
nid002208,3,0.270565
nid001868,2,0.272759
nid003772,1,0.276534
nid003773,1,0.270619
nid003713,2,0.275076
nid002217,1,0.271073
nid001869,3,0.270985
nid001857,2,0.275225
nid001416,2,0.276362
nid002216,3,0.271753
nid003769,0,0.274571
nid003724,1,0.271184
nid002216,2,0.274208
nid003765,1,0.271077
nid003772,3,0.272865
nid003705,0,0.278442
nid001184,2,0.271789
nid002204,2,0.271672
nid003328,3,0.271403
nid001976,1,0.273493
nid001408,1,0.276854
nid003716,0,0.275735
nid002213,0,0.274846
nid002217,2,0.276139
nid003717,3,0.271266
nid003712,1,0.272309
nid001188,3,0.271353
nid001980,3,0.272143
nid001980,2,0.276268
nid001416,0,0.276838
nid003773,2,0.272971
nid001860,1,0.272421
nid001193,3,0.272463
nid003764,1,0.271814
nid002209,3,0.275373
nid001404,2,0.272637
nid002208,1,0.272344
nid003768,2,0.27254
nid003708,0,0.275818
nid001977,2,0.275798
nid003708,3,0.275203
nid003713,1,0.273097
nid003768,1,0.27279
nid003708,1,0.273644
nid002209,2,0.273018
nid003321,1,0.272887
nid003333,3,0.272558
nid003724,2,0.273151
nid003765,2,0.273083
nid003712,2,0.27402
nid002216,0,0.276803
nid001864,1,0.276131
nid003709,0,0.276664
nid001416,3,0.272593
nid002208,2,0.273868
nid001181,3,0.272863
nid001417,3,0.273967
nid003765,0,0.276659
nid003721,0,0.27702
nid002205,2,0.274314
nid001193,2,0.27449
nid003337,2,0.27638
nid003333,1,0.274143
nid003332,0,0.275826
nid002216,1,0.274433
nid001192,2,0.274436
nid001184,3,0.27421
nid002217,0,0.27782
nid003712,3,0.275342
nid003329,2,0.274922
nid001181,1,0.276073
nid003708,2,0.274835
nid003765,3,0.275336
nid001181,2,0.275705
nid003764,2,0.274461
nid003321,2,0.275488
nid003325,3,0.2764
nid003705,3,0.27651
nid001417,1,0.276888
nid001413,2,0.277867
nid001188,2,0.277552
nid003324,3,0.280118
nid003340,2,0.278857
nid001977,3,0.283322
nid003332,2,0.288865
nid001185,1,0.270079
nid003329,3,0.271874
nid001757,3,0.266348
nid001757,0,0.26959
nid001693,0,0.268563
nid001776,3,0.267456
nid001681,0,0.269996
nid003876,0,0.269283
nid001749,0,0.269902
nid003892,1,0.267603
nid001744,0,0.272785
nid001768,3,0.270205
nid001697,1,0.267526
nid003889,1,0.26814
nid001764,1,0.269899
nid001673,3,0.269461
nid003885,0,0.268961
nid001688,0,0.268908
nid001701,2,0.268638
nid001676,2,0.269571
nid001741,0,0.272912
nid003877,2,0.270072
nid001697,0,0.268855
nid001753,2,0.269208
nid001776,1,0.271188
nid001736,2,0.26718
nid001684,0,0.274039
nid001720,0,0.274453
nid001692,0,0.274059
nid003873,3,0.269889
nid001685,3,0.269068
nid001765,3,0.269698
nid001737,3,0.268281
nid001741,3,0.26485
nid001753,1,0.270847
nid001704,0,0.276006
nid001684,3,0.264586
nid003892,0,0.269377
nid001737,0,0.276502
nid001721,1,0.270273
nid001732,2,0.272599
nid001752,0,0.268865
nid001740,2,0.269935
nid001708,0,0.2733
nid001748,0,0.276676
nid001696,0,0.274609
nid001777,0,0.273067
nid001720,1,0.271496
nid001765,1,0.270009
nid003881,3,0.271904
nid001737,1,0.26888
nid001736,3,0.269242
nid001760,1,0.272668
nid001772,0,0.276073
nid001696,1,0.268474
nid001757,2,0.273142
nid001721,0,0.27337
nid001760,2,0.270557
nid001672,3,0.270725
nid001677,0,0.269399
nid001696,3,0.27001
nid001728,0,0.276466
nid001753,3,0.272509
nid003881,1,0.271901
nid001737,2,0.269068
nid001673,1,0.271084
nid001736,1,0.269762
nid003888,1,0.26881
nid001757,1,0.270753
nid003873,1,0.270934
nid001764,2,0.27119
nid003877,1,0.267115
nid003877,0,0.273821
nid003880,0,0.274025
nid001700,0,0.274955
nid001732,3,0.270154
nid003881,2,0.268891
nid001725,3,0.271232
nid001768,0,0.272238
nid001685,0,0.274761
nid001745,0,0.271748
nid003881,0,0.272981
nid001765,0,0.26962
nid003876,3,0.267659
nid003892,3,0.270554
nid001772,2,0.270113
nid001676,0,0.271559
nid001701,0,0.27268
nid001700,2,0.274801
nid001749,2,0.274153
nid001748,1,0.268034
nid003880,3,0.27229
nid001732,0,0.272425
nid003889,0,0.276617
nid001777,2,0.271487
nid001724,1,0.272378
nid001745,2,0.274099
nid001704,2,0.273249
nid001672,2,0.272277
nid001740,0,0.271537
nid001709,1,0.272329
nid001725,1,0.274209
nid001745,1,0.26845
nid001749,1,0.2706
nid001688,2,0.274333
nid001741,2,0.272647
nid001688,3,0.272451
nid001696,2,0.275385
nid001693,1,0.275108
nid001752,3,0.268221
nid001708,3,0.268056
nid001769,0,0.271548
nid001761,0,0.274525
nid003889,2,0.272858
nid001717,0,0.27108
nid001721,3,0.274272
nid001749,3,0.274372
nid001725,2,0.275814
nid003884,1,0.268634
nid003885,1,0.270837
nid001713,2,0.272939
nid001764,0,0.273937
nid001777,1,0.270007
nid001729,0,0.271898
nid001772,1,0.271032
nid001733,0,0.276875
nid001700,1,0.269763
nid001773,3,0.268454
nid001705,3,0.269269
nid001673,2,0.27631
nid001712,0,0.272157
nid001704,1,0.2695
nid003884,3,0.268814
nid001685,1,0.268654
nid001700,3,0.270118
nid001681,1,0.26973
nid001677,1,0.269668
nid003880,1,0.271501
nid001741,1,0.272563
nid003885,3,0.272689
nid001768,2,0.270543
nid001761,1,0.274465
nid003888,0,0.275314
nid001765,2,0.274258
nid001705,1,0.273701
nid001681,3,0.273058
nid001744,1,0.269647
nid001677,3,0.26892
nid001705,0,0.273889
nid003888,3,0.275721
nid001673,0,0.27803
nid001676,1,0.271121
nid001773,0,0.272647
nid001744,2,0.273875
nid001753,0,0.273208
nid001761,2,0.27072
nid001684,1,0.270988
nid001692,3,0.270314
nid001716,0,0.27262
nid001769,1,0.270238
nid001717,2,0.272185
nid001725,0,0.274797
nid003884,0,0.273137
nid001724,0,0.274366
nid001697,2,0.272433
nid001720,3,0.270715
nid001712,1,0.270165
nid003889,3,0.272771
nid001736,0,0.2751
nid001769,3,0.272804
nid001729,3,0.271752
nid001693,2,0.272913
nid001709,2,0.275465
nid001689,1,0.275425
nid001773,1,0.271357
nid001704,3,0.271768
nid001713,0,0.275665
nid001777,3,0.271331
nid001769,2,0.271287
nid001676,3,0.272421
nid001709,3,0.27107
nid001776,0,0.275469
nid001689,3,0.271754
nid001761,3,0.271733
nid001773,2,0.271516
nid001752,2,0.274711
nid001717,1,0.271502
nid001756,2,0.271295
nid001728,3,0.271831
nid001724,2,0.272314
nid001709,0,0.274658
nid001745,3,0.272093
nid003876,2,0.275878
nid001688,1,0.2726
nid001760,3,0.273119
nid001716,2,0.272186
nid003876,1,0.271843
nid001752,1,0.271736
nid001776,2,0.272646
nid001733,3,0.275126
nid003873,2,0.272369
nid003873,0,0.274867
nid001712,3,0.272568
nid001680,1,0.273224
nid001712,2,0.272754
nid003885,2,0.27258
nid001728,1,0.272984
nid001740,3,0.271988
nid001748,2,0.279949
nid001693,3,0.272541
nid001689,0,0.280946
nid001708,1,0.272334
nid001685,2,0.272305
nid001672,1,0.271965
nid001717,3,0.275279
nid001772,3,0.274861
nid001748,3,0.272985
nid001681,2,0.273505
nid001760,0,0.277169
nid001733,2,0.276551
nid001680,0,0.277071
nid001729,1,0.274319
nid003888,2,0.275294
nid001697,3,0.275576
nid001713,3,0.273898
nid001756,3,0.273735
nid003892,2,0.273396
nid001689,2,0.273771
nid001764,3,0.273345
nid001721,2,0.272718
nid001680,3,0.272856
nid001740,1,0.274229
nid001672,0,0.276715
nid003884,2,0.276903
nid001684,2,0.274239
nid001716,3,0.272912
nid001756,0,0.277389
nid001733,1,0.277451
nid001720,2,0.274905
nid001692,2,0.274875
nid001713,1,0.274714
nid001756,1,0.274595
nid001701,1,0.275165
nid001701,3,0.274361
nid001680,2,0.27469
nid001732,1,0.271615
nid003880,2,0.275078
nid001768,1,0.276019
nid001728,2,0.275395
nid001716,1,0.27531
nid001705,2,0.277109
nid001677,2,0.275476
nid001729,2,0.27719
nid003877,3,0.275603
nid001692,1,0.276659
nid001708,2,0.276513
nid001744,3,0.2823
nid001724,3,0.275169
nid003737,0,0.266073
nid002913,0,0.267359
nid001096,0,0.266332
nid002776,0,0.264489
nid001101,0,0.270632
nid002901,0,0.2705
nid001276,1,0.264487
nid002897,0,0.268385
nid004016,0,0.270578
nid001280,0,0.27072
nid003700,0,0.272288
nid004013,0,0.271926
nid001273,0,0.270404
nid001097,1,0.267619
nid002905,0,0.270494
nid003712,0,0.270866
nid002772,0,0.274257
nid004032,0,0.268596
nid001265,0,0.273153
nid002916,0,0.27191
nid001264,0,0.270902
nid001101,2,0.269691
nid004017,0,0.274919
nid002773,0,0.270246
nid001260,0,0.271725
nid001260,1,0.270005
nid004021,0,0.269998
nid004033,0,0.27156
nid002761,2,0.269567
nid001253,1,0.265457
nid001261,1,0.267709
nid003737,1,0.271335
nid001280,1,0.270344
nid002764,3,0.267689
nid001100,0,0.274513
nid002896,0,0.273904
nid003740,1,0.271524
nid003704,1,0.27162
nid003732,0,0.273077
nid002769,0,0.274109
nid002897,3,0.26594
nid003701,1,0.270221
nid001272,0,0.27381
nid004028,0,0.274052
nid002917,1,0.266739
nid002913,3,0.270011
nid002777,0,0.273694
nid001252,0,0.275834
nid002761,0,0.274558
nid002765,0,0.274744
nid001097,0,0.270655
nid002761,1,0.270714
nid001268,0,0.269529
nid002764,1,0.269893
nid001265,1,0.272404
nid003732,3,0.267443
nid001264,3,0.270915
nid001097,2,0.271152
nid001264,1,0.269684
nid003737,2,0.272025
nid002917,0,0.270435
nid002776,1,0.26913
nid003701,0,0.271805
nid003708,0,0.276046
nid001272,1,0.269706
nid004024,3,0.270616
nid002904,1,0.268384
nid003704,0,0.276765
nid002768,2,0.266087
nid004032,1,0.273035
nid002909,1,0.269168
nid002901,2,0.272884
nid003736,0,0.275958
nid004012,2,0.271795
nid002897,1,0.27009
nid001269,0,0.274277
nid002897,2,0.26874
nid004020,0,0.274165
nid001101,1,0.274472
nid001280,3,0.270738
nid003733,1,0.274121
nid002912,0,0.270343
nid002765,2,0.270994
nid004029,0,0.272411
nid001273,2,0.271774
nid002909,0,0.27358
nid001253,2,0.273355
nid001265,2,0.268819
nid001272,2,0.270161
nid003740,3,0.267312
nid001257,0,0.273121
nid004028,3,0.272347
nid004013,3,0.269333
nid002769,2,0.270352
nid003705,2,0.271123
nid003712,1,0.272038
nid002764,0,0.276079
nid004012,3,0.272225
nid001256,1,0.269755
nid004028,2,0.271301
nid002905,3,0.273223
nid002900,0,0.273557
nid004024,0,0.273699
nid001252,3,0.269359
nid002768,0,0.272339
nid002773,1,0.268826
nid003712,2,0.274443
nid002777,3,0.269444
nid003733,0,0.273029
nid002901,1,0.271871
nid001269,1,0.268747
nid002909,3,0.271294
nid004017,1,0.273048
nid003701,2,0.26994
nid002900,2,0.268998
nid001281,3,0.271338
nid004021,3,0.272969
nid002900,1,0.269395
nid002912,3,0.268874
nid004028,1,0.270928
nid003732,1,0.268415
nid003740,0,0.273362
nid004013,1,0.270346
nid004029,2,0.272061
nid004016,2,0.275256
nid002904,0,0.273914
nid004021,1,0.270109
nid004013,2,0.272713
nid001096,1,0.271356
nid004012,1,0.271642
nid001269,2,0.271151
nid003740,2,0.271355
nid004025,0,0.27631
nid001261,2,0.269301
nid002916,3,0.272734
nid002773,3,0.274604
nid004016,1,0.270867
nid004017,2,0.270025
nid002908,0,0.274307
nid001276,2,0.272503
nid002761,3,0.270389
nid002768,3,0.272598
nid003736,3,0.269504
nid004024,1,0.27028
nid002908,3,0.267822
nid003733,2,0.271649
nid002917,2,0.271031
nid004016,3,0.273107
nid001268,1,0.269385
nid001264,2,0.272906
nid003737,3,0.271211
nid004025,3,0.269189
nid003705,0,0.277639
nid004020,2,0.272935
nid002909,2,0.272779
nid003700,3,0.272263
nid001100,1,0.276171
nid001268,3,0.272607
nid001261,3,0.27347
nid004017,3,0.274099
nid001256,3,0.273052
nid004032,3,0.272274
nid003708,1,0.273519
nid004032,2,0.271428
nid004025,1,0.269669
nid001260,3,0.274967
nid002896,2,0.271831
nid002768,1,0.270225
nid001101,3,0.269969
nid002904,2,0.272452
nid001269,3,0.271332
nid001276,3,0.273126
nid002776,3,0.272614
nid002764,2,0.269934
nid001100,3,0.274049
nid003732,2,0.272512
nid001097,3,0.274931
nid001276,0,0.276569
nid002908,2,0.270204
nid002916,2,0.276623
nid001261,0,0.276339
nid004012,0,0.275943
nid002912,1,0.270742
nid003709,1,0.270834
nid001257,1,0.271444
nid001256,2,0.272925
nid001272,3,0.268721
nid002913,1,0.27078
nid002908,1,0.274685
nid003705,1,0.274465
nid001253,3,0.273353
nid003705,3,0.277554
nid002777,1,0.271569
nid003700,2,0.274289
nid003709,3,0.269416
nid002769,3,0.274277
nid001252,2,0.275256
nid004033,1,0.270714
nid004029,3,0.269357
nid001273,1,0.272144
nid002913,2,0.271877
nid001096,3,0.275883
nid003700,1,0.271861
nid002772,1,0.273203
nid002905,1,0.272544
nid004020,3,0.272277
nid001100,2,0.277555
nid001257,3,0.272286
nid001256,0,0.277103
nid003704,2,0.274687
nid003701,3,0.269723
nid002769,1,0.277008
nid001281,0,0.276441
nid003709,0,0.27722
nid002901,3,0.275358
nid003733,3,0.274169
nid002896,1,0.271341
nid001281,2,0.272163
nid001260,2,0.271506
nid002896,3,0.273492
nid003736,2,0.274656
nid001257,2,0.27345
nid003712,3,0.275832
nid002904,3,0.271568
nid001096,2,0.272442
nid002765,1,0.272754
nid002776,2,0.275035
nid002773,2,0.275047
nid002777,2,0.273205
nid001273,3,0.271913
nid004029,1,0.277152
nid003709,2,0.272771
nid004020,1,0.271816
nid002905,2,0.275962
nid001268,2,0.2739
nid002765,3,0.271714
nid003736,1,0.277338
nid003704,3,0.273166
nid004033,3,0.275036
nid001265,3,0.272838
nid004033,2,0.277754
nid002912,2,0.274717
nid002900,3,0.273435
nid003708,2,0.275563
nid002917,3,0.273953
nid004024,2,0.273943
nid003708,3,0.275632
nid001281,1,0.276415
nid002772,2,0.275288
nid002772,3,0.27565
nid004021,2,0.274506
nid004025,2,0.276528
nid002916,1,0.285153
nid001253,0,0.274156
nid001280,2,0.27258
nid001252,1,0.274268
nid002448,0,0.268538
nid002432,0,0.269193
nid003549,0,0.270253
nid003593,0,0.266927
nid002448,1,0.267515
nid003536,0,0.270021
nid002421,0,0.269663
nid002437,0,0.26947
nid002449,0,0.270336
nid002444,0,0.26828
nid003548,0,0.27014
nid002425,3,0.266595
nid003597,3,0.269362
nid003557,2,0.270698
nid003576,0,0.272417
nid003609,1,0.267732
nid003597,2,0.269686
nid003541,0,0.269744
nid003573,0,0.268463
nid002421,1,0.268997
nid003549,1,0.270833
nid003589,1,0.268424
nid002436,1,0.265988
nid002440,3,0.268764
nid002445,3,0.269564
nid003529,0,0.270058
nid003600,0,0.270035
nid003609,3,0.268919
nid002452,1,0.269199
nid002412,2,0.27027
nid003605,1,0.270658
nid003580,3,0.268403
nid003605,2,0.271048
nid003532,0,0.274607
nid003569,0,0.268002
nid002420,2,0.271107
nid002429,2,0.271564
nid003536,3,0.269305
nid002417,0,0.273671
nid002413,0,0.272618
nid003581,0,0.273314
nid003608,3,0.265897
nid002416,3,0.268698
nid003568,0,0.272719
nid003532,2,0.270798
nid002448,3,0.27144
nid002429,3,0.271541
nid003532,3,0.268906
nid002452,0,0.268129
nid003568,1,0.271291
nid003597,1,0.269619
nid002432,1,0.270121
nid002436,0,0.272898
nid002445,0,0.274114
nid003541,1,0.270502
nid002412,1,0.268791
nid003564,2,0.273476
nid002425,0,0.273205
nid002440,0,0.274478
nid003560,3,0.271453
nid003556,1,0.266912
nid003592,3,0.270065
nid002449,1,0.271616
nid003596,3,0.270004
nid003597,0,0.270411
nid002444,3,0.269746
nid002437,3,0.270887
nid003581,3,0.271006
nid002440,1,0.268756
nid002413,3,0.271213
nid003596,1,0.267411
nid003540,3,0.267981
nid002417,2,0.272401
nid002417,3,0.272076
nid003593,1,0.271657
nid002445,1,0.269268
nid003557,0,0.269256
nid003605,0,0.268692
nid003561,1,0.270134
nid002424,0,0.275063
nid002452,2,0.271227
nid002441,0,0.268175
nid002448,2,0.272916
nid003608,0,0.267997
nid003585,1,0.271148
nid002420,0,0.272007
nid003585,0,0.275259
nid003556,0,0.273456
nid003612,0,0.270133
nid002421,2,0.272509
nid002449,2,0.270289
nid002416,0,0.273354
nid003577,3,0.266139
nid003536,2,0.269044
nid003576,2,0.272167
nid003532,1,0.268534
nid003589,0,0.273209
nid003596,2,0.27105
nid002428,2,0.272852
nid003536,1,0.273794
nid003552,0,0.272756
nid002445,2,0.271685
nid002416,2,0.27199
nid003573,3,0.266117
nid002428,0,0.273133
nid002425,1,0.269838
nid003573,1,0.266882
nid003540,0,0.271514
nid002428,1,0.270533
nid003529,3,0.27107
nid003588,1,0.27257
nid003553,0,0.270337
nid003600,2,0.272835
nid002441,3,0.266595
nid003541,2,0.271637
nid003565,0,0.270799
nid002416,1,0.272631
nid003561,3,0.271635
nid003596,0,0.26824
nid003592,0,0.272317
nid002437,2,0.270391
nid003569,2,0.267912
nid003544,0,0.273041
nid002413,1,0.266811
nid002425,2,0.27307
nid003545,3,0.272756
nid003544,2,0.273883
nid003560,1,0.269721
nid003568,3,0.270124
nid003577,1,0.273169
nid003608,2,0.268788
nid003565,1,0.268491
nid003604,3,0.270532
nid002417,1,0.272489
nid002452,3,0.267555
nid003552,1,0.268828
nid002429,0,0.275281
nid003556,3,0.267538
nid003572,3,0.269345
nid003605,3,0.268267
nid003561,2,0.272967
nid003528,1,0.267959
nid003612,1,0.269233
nid002420,3,0.271378
nid003600,1,0.273593
nid003533,1,0.271326
