Node,GPU,Time
nid001888,1,0.271853
nid002629,1,0.273464
nid001505,1,0.268266
nid001208,0,0.271837
nid002637,2,0.270336
nid003036,3,0.271248
nid001365,0,0.2733
nid002636,1,0.270788
nid002633,2,0.271568
nid003217,3,0.270733
nid001497,0,0.274511
nid002845,3,0.269886
nid004037,0,0.268969
nid002845,0,0.269263
nid001505,3,0.268854
nid001496,1,0.272451
nid003021,1,0.268344
nid001504,0,0.275021
nid001497,1,0.269177
nid001652,0,0.270534
nid001896,3,0.273293
nid004036,1,0.272257
nid001472,3,0.269208
nid001205,2,0.273445
nid001649,2,0.27209
nid003033,3,0.268273
nid001504,2,0.274559
nid002633,0,0.271547
nid002889,3,0.272349
nid001896,1,0.268231
nid003224,1,0.273285
nid003036,1,0.269608
nid001480,0,0.274761
nid004044,3,0.270929
nid002848,3,0.269691
nid001469,2,0.277189
nid001500,1,0.269141
nid004040,1,0.272364
nid001589,3,0.269662
nid003036,0,0.27579
nid002632,0,0.272077
nid003220,1,0.269864
nid002641,3,0.270012
nid001892,0,0.269903
nid001589,2,0.270329
nid001205,0,0.269972
nid001649,0,0.272178
nid001476,3,0.268888
nid002852,3,0.27223
nid003217,2,0.267907
nid002884,2,0.274274
nid001888,0,0.273016
nid002633,3,0.267008
nid003024,1,0.272355
nid003020,0,0.273403
nid002852,1,0.275555
nid001889,1,0.27014
nid001472,2,0.273528
nid001501,1,0.270281
nid001468,3,0.27106
nid001896,0,0.26988
nid001653,1,0.270079
nid002636,0,0.271143
nid002641,2,0.267734
nid002641,0,0.272632
nid001593,3,0.270035
nid001504,1,0.271244
nid003021,0,0.271523
nid003037,2,0.271755
nid002637,1,0.26847
nid002852,2,0.274373
nid003025,3,0.271333
nid003220,0,0.271439
nid002640,0,0.273438
nid002848,1,0.271543
nid001893,2,0.271056
nid004032,3,0.271977
nid003221,2,0.269679
nid001892,2,0.274949
nid002845,1,0.270296
nid001472,0,0.271239
nid003020,1,0.271626
nid004036,3,0.272439
nid002852,0,0.277173
nid003024,2,0.276077
nid001468,1,0.271971
nid002633,1,0.275028
nid004032,2,0.271679
nid001652,3,0.27152
nid002889,1,0.274146
nid003221,3,0.270038
nid003037,1,0.27608
nid001893,1,0.271903
nid004032,1,0.272301
nid001480,1,0.272115
nid003032,0,0.272142
nid002640,1,0.272987
nid001653,2,0.271958
nid002884,3,0.27032
nid001592,3,0.272346
nid001208,2,0.271723
nid001208,3,0.271761
nid002637,3,0.271152
nid003221,0,0.273081
nid001361,2,0.272316
nid003217,0,0.270686
nid001593,0,0.272746
nid001468,2,0.273835
nid003036,2,0.273035
nid003033,0,0.273054
nid001652,1,0.274465
nid002629,0,0.276961
nid003037,3,0.273149
nid002888,2,0.272426
nid001364,0,0.273566
nid003224,2,0.274355
nid003024,0,0.273014
nid003220,3,0.273272
nid001593,2,0.272527
nid001205,3,0.273429
nid002889,2,0.272174
nid004033,2,0.277774
nid002640,2,0.275777
nid001208,1,0.273369
nid001365,2,0.273867
nid002885,1,0.274278
nid003021,2,0.273934
nid001889,3,0.276091
nid004036,2,0.273838
nid001888,2,0.273964
nid001497,2,0.276737
nid002889,0,0.277539
nid001592,2,0.274069
nid001361,0,0.273827
nid003221,1,0.274763
nid002885,0,0.272604
nid002888,1,0.272395
nid003033,2,0.274853
nid001364,2,0.274705
nid002888,0,0.27319
nid001500,0,0.274728
nid004033,3,0.274893
nid001892,1,0.275424
nid003040,0,0.275541
nid001505,0,0.276403
nid002888,3,0.2737
nid001469,0,0.276826
nid001476,2,0.275547
nid001500,2,0.276874
nid001652,2,0.275655
nid001472,1,0.275932
nid001469,3,0.275831
nid003040,2,0.276637
nid001889,0,0.275603
nid002629,2,0.273541
nid002637,0,0.273765
nid003021,3,0.275794
nid001888,3,0.275798
nid001893,0,0.277119
nid003033,1,0.276529
nid001480,2,0.277313
nid002632,3,0.275463
nid001473,0,0.278052
nid001205,1,0.277756
nid001889,2,0.277829
nid002848,0,0.277044
nid004044,0,0.276316
nid001589,0,0.270056
nid003008,0,0.268078
nid002808,0,0.267481
nid002072,0,0.270649
nid002072,3,0.264556
nid002717,0,0.27094
nid001000,0,0.269669
nid001572,0,0.268014
nid003797,0,0.2715
nid002897,0,0.269431
nid001400,0,0.270132
nid001108,3,0.266656
nid003144,0,0.266693
nid001192,0,0.268963
nid002948,0,0.271667
nid002072,1,0.269515
nid001168,0,0.271825
nid001052,0,0.269116
nid003176,0,0.272417
nid003352,0,0.27363
nid002880,0,0.271165
nid001857,0,0.272825
nid003248,1,0.268085
nid003352,1,0.269706
nid001880,0,0.270691
nid001057,2,0.268922
nid001108,0,0.271877
nid002741,0,0.273203
nid001297,3,0.265996
nid002784,0,0.272877
nid001765,1,0.270274
nid001492,0,0.271835
nid001865,0,0.269034
nid003292,0,0.270541
nid001012,0,0.274592
nid001880,1,0.269504
nid002764,2,0.270035
nid003308,1,0.271518
nid002728,2,0.269492
nid002737,0,0.27222
nid001057,3,0.270227
nid001492,1,0.268668
nid003012,1,0.27146
nid003285,0,0.272818
nid001201,0,0.271949
nid001880,3,0.268606
nid002897,2,0.268856
nid001865,1,0.267251
nid001192,3,0.268206
nid001880,2,0.270346
nid002764,3,0.267946
nid002741,2,0.269098
nid002892,0,0.270492
nid003797,1,0.270411
nid001400,1,0.271
nid003216,0,0.269149
nid002341,3,0.268129
nid002728,1,0.271276
nid001765,0,0.269965
nid003333,0,0.269743
nid001852,3,0.268524
nid003772,0,0.273011
nid002717,1,0.268239
nid002689,0,0.270617
nid002341,0,0.275293
nid001956,0,0.275594
nid001168,3,0.269879
nid002689,3,0.264163
nid001572,3,0.270185
nid002892,3,0.263953
nid003248,3,0.269914
nid002897,1,0.270514
nid002341,1,0.271398
nid003772,2,0.270823
nid002597,3,0.269463
nid003796,0,0.271269
nid002728,0,0.270437
nid002764,0,0.276087
nid002717,3,0.269905
nid001857,1,0.272496
nid002897,3,0.266394
nid002708,0,0.271112
nid003248,0,0.270796
nid003176,1,0.26558
nid002225,0,0.272475
nid001000,3,0.270485
nid001493,2,0.270909
nid001057,1,0.267596
nid001000,1,0.273656
nid001012,3,0.271038
nid001765,2,0.273568
nid002892,2,0.273182
nid003008,2,0.266042
nid001092,3,0.271134
nid002597,0,0.272122
nid003216,1,0.270356
nid002716,1,0.271779
nid001956,1,0.271867
nid001012,1,0.266683
nid002741,3,0.268415
nid002597,1,0.269764
nid002597,2,0.274592
nid002868,0,0.271187
nid001052,1,0.270261
nid002708,1,0.274765
nid002784,3,0.268943
nid003216,3,0.268317
nid001057,0,0.273553
nid001168,2,0.273731
nid001297,2,0.273277
nid001201,1,0.273355
nid002072,2,0.27159
nid003012,0,0.276273
nid002868,1,0.266879
nid001492,2,0.27092
nid003285,1,0.267958
nid002676,0,0.275902
nid001181,0,0.273009
nid001765,3,0.269714
nid001168,1,0.267892
nid002860,0,0.277546
nid002741,1,0.268828
nid001572,1,0.275776
nid001493,0,0.272485
nid001108,2,0.268893
nid002708,3,0.273824
nid003144,3,0.266168
nid002689,1,0.269825
nid001297,0,0.27679
nid001108,1,0.270261
nid002948,2,0.272059
nid001092,0,0.272769
nid003308,0,0.277146
nid003772,3,0.272796
nid003008,1,0.270905
nid003333,2,0.26802
nid003008,3,0.268604
nid003308,3,0.266883
nid002880,3,0.267221
nid002977,0,0.273909
nid001865,3,0.271517
nid002673,0,0.274417
nid001828,1,0.271895
nid003012,2,0.272144
nid001000,2,0.274304
nid002225,3,0.266955
nid002860,1,0.269697
nid002673,1,0.269794
nid002705,0,0.274735
nid001852,2,0.275778
nid002676,1,0.269501
nid002948,3,0.273863
nid003144,1,0.275533
nid002676,3,0.267818
nid001857,2,0.275197
nid003144,2,0.269588
nid001201,2,0.274238
nid003161,0,0.275439
nid003176,2,0.268935
nid001297,1,0.276618
nid002808,1,0.27063
nid001572,2,0.27459
nid003213,1,0.270295
nid003213,0,0.275257
nid003773,1,0.270723
nid001201,3,0.273029
nid001956,3,0.269775
nid003773,0,0.27533
nid002708,2,0.270116
nid002948,1,0.275585
nid002977,2,0.270396
nid002764,1,0.270596
nid001828,0,0.276592
nid002868,3,0.269682
nid001956,2,0.276307
nid001181,3,0.273294
nid001181,1,0.27626
nid003161,3,0.26889
nid001092,2,0.275001
nid001492,3,0.273752
nid002737,1,0.272101
nid001857,3,0.269961
nid001400,3,0.275493
nid002676,2,0.273862
nid002705,1,0.272155
nid002673,2,0.271109
nid001052,3,0.270489
nid001865,2,0.270436
nid003216,2,0.271822
nid003352,2,0.271073
nid002689,2,0.272671
nid002880,2,0.271926
nid002705,3,0.272285
nid002868,2,0.278528
nid003797,3,0.270929
nid001192,1,0.274881
nid003796,1,0.272673
nid002705,2,0.27429
nid002716,2,0.27286
nid002977,3,0.270376
nid002737,3,0.27037
nid003161,1,0.271345
nid001852,1,0.272814
nid003352,3,0.271927
nid003012,3,0.274402
nid003292,2,0.271797
nid002808,2,0.27226
nid003773,3,0.271386
nid002880,1,0.273752
nid003292,1,0.273234
nid002728,3,0.27127
nid003308,2,0.272275
nid003797,2,0.273609
nid003292,3,0.27145
nid001852,0,0.278794
nid001092,1,0.273944
nid003176,3,0.271005
nid002737,2,0.272832
nid003773,2,0.27326
nid003796,3,0.27292
nid001012,2,0.273442
nid001493,3,0.273025
nid002673,3,0.272024
nid002225,1,0.272074
nid003285,2,0.27318
nid002784,1,0.273254
nid001052,2,0.274285
nid003333,1,0.274634
nid002808,3,0.272688
nid002860,3,0.272567
nid001493,1,0.273529
nid002860,2,0.274054
nid003333,3,0.273022
nid001828,2,0.274338
nid003161,2,0.273691
nid001400,2,0.274538
nid002784,2,0.274622
nid001828,3,0.271727
nid003213,2,0.278975
nid001192,2,0.275016
nid002225,2,0.276628
nid002716,3,0.273522
nid003285,3,0.274072
nid003796,2,0.275937
nid003772,1,0.276511
nid002977,1,0.276212
nid003213,3,0.275788
nid002341,2,0.278703
nid001181,2,0.277147
nid002892,1,0.281473
nid002716,0,0.269912
nid003248,2,0.270548
nid002717,2,0.273383
nid001853,3,0.270138
nid001853,1,0.270095
nid001853,2,0.273454
nid001853,0,0.274305
nid002596,0,0.270237
nid002084,0,0.269798
nid002576,1,0.267241
nid002129,0,0.269347
nid002576,0,0.270461
nid002113,0,0.271963
nid003173,0,0.268176
nid002573,0,0.272667
nid002597,0,0.271336
nid001688,0,0.269073
nid001229,1,0.264687
nid002601,0,0.272614
nid002605,0,0.272437
nid001684,3,0.265015
nid003177,0,0.2702
nid002557,0,0.272697
nid002128,0,0.269582
nid003164,1,0.265969
nid002573,1,0.269942
nid003176,1,0.265629
nid003164,0,0.27324
nid001684,0,0.274687
nid002592,1,0.269565
nid002560,0,0.272618
nid002076,1,0.263999
nid002076,2,0.267554
nid002128,1,0.266929
nid002597,1,0.269699
nid002609,3,0.268569
nid002556,3,0.266305
nid001697,0,0.268263
nid003165,0,0.272586
nid002080,0,0.27421
nid002593,0,0.273977
nid002572,0,0.275385
nid001696,1,0.268026
nid002116,0,0.268942
nid002080,1,0.272101
nid002124,3,0.267921
nid002557,1,0.27077
nid002609,0,0.275075
nid002556,0,0.270587
nid002596,1,0.271222
nid001681,0,0.270121
nid002064,0,0.274442
nid002064,2,0.271564
nid002245,3,0.270748
nid002556,2,0.270959
nid002084,1,0.26902
nid002125,3,0.268976
nid002597,3,0.269122
nid002033,0,0.27319
nid001232,2,0.270987
nid002029,1,0.271801
nid002132,0,0.27183
nid002125,0,0.272794
nid002076,0,0.270135
nid002245,0,0.272255
nid002113,1,0.266434
nid002081,3,0.271015
nid001232,0,0.274626
nid001992,0,0.271098
nid002592,0,0.271133
nid002128,2,0.269316
nid001688,1,0.272579
nid001688,3,0.27215
nid002081,0,0.269971
nid002609,2,0.272313
nid002032,0,0.274997
nid002572,2,0.270544
nid003161,3,0.26843
nid003161,0,0.275047
nid002061,0,0.272084
nid002073,0,0.269478
nid002601,3,0.271256
nid001680,1,0.273129
nid001689,3,0.271471
nid002029,0,0.272214
nid003176,2,0.268767
nid002557,2,0.271916
nid002245,1,0.271487
nid001997,0,0.27484
nid001680,0,0.277377
nid002084,3,0.26889
nid001697,1,0.26775
nid001232,1,0.271973
nid001697,2,0.272701
nid001248,0,0.272954
nid002125,1,0.267702
nid001681,3,0.272889
nid003176,0,0.272233
nid001229,3,0.272605
nid002572,1,0.275271
nid002557,3,0.272607
nid002592,2,0.267819
nid002032,1,0.268699
nid001785,0,0.272916
nid002132,3,0.270564
nid002553,3,0.271646
nid002608,0,0.272631
nid002081,1,0.269376
nid002036,1,0.272764
nid002553,1,0.271911
nid002593,1,0.274498
nid002609,1,0.276631
nid001248,3,0.267218
nid001692,0,0.274038
nid002608,3,0.265363
nid002033,1,0.272811
nid001784,3,0.272652
nid001248,2,0.27371
nid001229,2,0.272323
nid002244,1,0.269467
nid001689,2,0.274797
nid002068,0,0.27439
nid002065,0,0.275312
nid003173,3,0.271703
nid002069,0,0.273533
nid001784,2,0.270559
nid002033,3,0.267449
nid002576,3,0.267158
nid002061,1,0.269006
nid002129,1,0.273148
nid002604,0,0.27204
nid002553,0,0.275944
nid003173,1,0.269047
nid001784,0,0.274324
nid001689,0,0.2803
nid003165,2,0.2723
nid002133,0,0.27393
nid002033,2,0.276721
nid002601,2,0.273145
nid002596,3,0.273584
nid001996,0,0.274859
nid003176,3,0.271181
nid002572,3,0.272825
nid001232,3,0.267855
nid001997,1,0.27054
nid002116,1,0.270306
nid002036,0,0.274807
nid002132,2,0.269528
nid001784,1,0.273012
nid001696,0,0.274581
nid001681,1,0.269874
nid002604,3,0.273119
nid002133,3,0.267313
nid002069,2,0.269701
nid002133,1,0.270611
nid002245,2,0.269672
nid001993,1,0.271467
nid003161,1,0.27124
nid002061,3,0.268892
nid002113,2,0.269917
nid002080,3,0.274119
nid002560,1,0.2757
nid002124,0,0.275529
nid002124,1,0.271247
nid002064,3,0.268567
nid003177,1,0.270916
nid001229,0,0.276006
nid002560,2,0.270174
nid002073,3,0.273576
nid002064,1,0.271371
nid002241,1,0.278746
nid002556,1,0.271827
nid002241,0,0.277638
nid002605,1,0.271747
nid002116,2,0.2698
nid001684,1,0.270598
nid002608,1,0.271377
nid002116,3,0.269684
nid002068,1,0.271502
nid002244,0,0.276496
nid002069,3,0.269909
nid002068,2,0.274531
nid001684,2,0.274287
nid002061,2,0.270301
nid001996,1,0.272763
nid001996,2,0.273091
nid002069,1,0.272464
nid001992,1,0.27255
nid001692,3,0.269831
nid002601,1,0.272681
nid001785,1,0.272328
nid003165,3,0.270293
nid002068,3,0.270669
nid002129,2,0.272141
nid002032,2,0.271192
nid003164,2,0.276157
nid002036,2,0.272268
nid002125,2,0.271831
nid003173,2,0.271812
nid001992,2,0.272465
nid003164,3,0.271322
nid002593,3,0.275045
nid002081,2,0.27186
nid001696,3,0.269709
nid002244,2,0.272999
nid001248,1,0.273843
nid003177,3,0.27137
nid002084,2,0.272301
nid002560,3,0.271099
nid001992,3,0.272258
nid002593,2,0.27264
nid002133,2,0.272522
nid002073,1,0.271939
nid002128,3,0.272098
nid002113,3,0.272108
nid002036,3,0.272068
nid003161,2,0.272937
nid002065,2,0.273343
nid002576,2,0.273809
nid001785,2,0.272727
nid002604,2,0.273049
nid002604,1,0.276255
nid001680,3,0.272151
nid001997,3,0.272574
nid002608,2,0.273118
nid002132,1,0.271704
nid003165,1,0.274906
nid001997,2,0.274102
nid002592,3,0.273284
nid003177,2,0.277856
nid001692,1,0.275675
nid002597,2,0.27351
nid002596,2,0.274256
nid002076,3,0.272813
nid002605,2,0.273458
nid002080,2,0.273959
nid001681,2,0.273736
nid002065,3,0.273424
nid001996,3,0.273854
nid001689,1,0.275545
nid001993,3,0.267367
nid001692,2,0.274556
nid002573,2,0.274709
nid002129,3,0.274419
nid001680,2,0.274299
nid001785,3,0.274874
nid002029,2,0.275095
nid001696,2,0.27535
nid002073,2,0.271982
nid002573,3,0.274278
nid002241,2,0.279506
nid002124,2,0.275846
nid002029,3,0.275103
nid002605,3,0.273658
nid001697,3,0.275323
nid002553,2,0.27796
nid002065,1,0.280047
nid002241,3,0.277494
nid001993,0,0.27508
nid002244,3,0.271881
nid001993,2,0.274608
nid002032,3,0.282744
nid001688,2,0.273713
nid002337,2,0.241662
nid003801,0,0.269398
nid002897,0,0.267843
nid002892,0,0.27008
nid002905,0,0.270582
nid003836,0,0.269874
nid003820,0,0.270108
nid003824,0,0.272291
nid002360,0,0.269568
nid002373,0,0.273537
nid002332,0,0.2719
nid002345,0,0.272938
nid003840,1,0.269515
nid003808,0,0.273742
nid002349,1,0.26826
nid002893,0,0.271604
nid002333,0,0.269053
nid002337,1,0.265903
nid002341,0,0.273968
nid002901,0,0.270082
nid002904,1,0.268163
nid003852,0,0.272069
nid003804,0,0.274495
nid003809,0,0.273226
nid002369,0,0.272356
nid002357,0,0.266135
nid002897,3,0.265908
nid002353,0,0.272214
nid002344,1,0.270164
nid002332,3,0.267798
nid003841,0,0.273563
nid002332,1,0.270755
nid002364,0,0.268406
nid002344,3,0.268962
nid002337,0,0.272541
nid003825,0,0.271854
nid002340,0,0.269723
nid002897,2,0.268674
nid002329,2,0.268305
nid002345,1,0.270917
nid002373,3,0.269515
nid003853,1,0.271771
nid002348,2,0.270752
nid003812,0,0.273161
nid003844,0,0.272632
nid002905,1,0.272123
nid002345,3,0.269569
nid003813,0,0.274462
nid003836,2,0.268972
nid003852,1,0.270782
nid003824,3,0.267968
nid002372,0,0.274363
nid002336,0,0.270788
nid002348,0,0.269853
nid003836,1,0.272323
nid003812,2,0.272212
nid002341,3,0.267366
nid002348,3,0.271002
nid002900,1,0.269285
nid002901,1,0.271467
nid003825,1,0.265179
nid003841,1,0.269164
nid003829,0,0.270117
nid003837,0,0.272846
nid002356,3,0.270037
nid002368,0,0.270764
nid003824,2,0.272638
nid003832,0,0.271174
nid002360,2,0.271086
nid002344,0,0.271247
nid002904,2,0.272074
nid002329,0,0.271222
nid002341,1,0.270342
nid003832,3,0.270388
nid003816,1,0.272831
nid002356,0,0.271479
nid002352,0,0.271485
nid003805,3,0.267486
nid002893,1,0.269978
nid003801,1,0.267558
nid002360,1,0.268359
nid002364,3,0.27089
nid002325,0,0.271577
nid003840,0,0.272547
nid002356,2,0.273252
nid003844,1,0.270851
nid003848,2,0.272446
nid002372,1,0.269171
nid002360,3,0.269947
nid002900,0,0.273494
nid002897,1,0.269997
nid003801,3,0.265813
nid002345,2,0.270148
nid002365,0,0.273999
nid002909,0,0.273321
nid002892,3,0.267126
nid002372,3,0.266988
nid002904,0,0.273715
nid003841,2,0.272903
nid003813,3,0.272176
nid003840,3,0.272103
nid003821,0,0.271453
nid003828,0,0.270726
nid003820,1,0.273822
nid002377,0,0.273349
nid003816,0,0.274403
nid002896,1,0.270882
nid003844,2,0.27409
nid003825,3,0.270174
nid002908,2,0.270047
nid003805,0,0.272928
nid002337,3,0.267285
nid003809,3,0.275079
nid002372,2,0.271968
nid003837,1,0.26825
nid003848,3,0.273702
nid002328,0,0.272668
nid002349,0,0.274391
nid003849,1,0.273429
nid002353,3,0.268487
nid003849,0,0.274157
nid003833,0,0.272927
nid002357,3,0.266822
nid002909,1,0.268597
nid003853,3,0.2745
nid002364,1,0.274992
nid003844,3,0.265536
nid002908,0,0.273952
nid002361,1,0.269496
nid002376,0,0.275494
nid002356,1,0.276048
nid003817,2,0.272593
nid003821,1,0.267859
nid002340,2,0.274369
nid003809,1,0.27034
nid002336,2,0.269171
nid003849,3,0.2675
nid002900,2,0.268403
nid002364,2,0.27533
nid003848,1,0.269372
nid002369,1,0.275715
nid003845,0,0.27317
nid002376,3,0.272737
nid002892,2,0.272622
nid003837,3,0.267964
nid002893,2,0.269372
nid002349,2,0.271311
nid002328,1,0.271523
nid002908,3,0.267758
nid003804,1,0.270494
nid003816,2,0.270569
nid002333,3,0.269156
nid003853,0,0.277854
nid002365,3,0.269678
nid003812,1,0.271682
nid002361,0,0.275679
nid002896,2,0.272072
nid003804,3,0.27008
nid002325,2,0.269674
nid003808,1,0.270541
nid002909,3,0.271763
nid002376,2,0.2704
nid002333,1,0.271463
nid002341,2,0.277549
nid003833,1,0.270864
nid002352,2,0.275364
nid002896,0,0.273965
nid002332,2,0.26963
nid003817,0,0.273724
nid003816,3,0.27011
nid003840,2,0.273657
nid002352,1,0.271307
nid002893,3,0.267633
nid003845,3,0.267447
nid002336,1,0.273061
nid003805,1,0.272351
nid002348,1,0.271484
nid003824,1,0.271105
nid003833,3,0.271462
nid002328,2,0.270301
nid003813,1,0.271206
nid003812,3,0.268608
nid002329,1,0.271611
nid003805,2,0.27389
nid002369,3,0.26978
nid002357,1,0.272548
nid003832,1,0.27072
nid002368,2,0.271967
nid003829,1,0.272851
nid002377,2,0.271872
nid002340,3,0.26974
nid002361,2,0.271533
nid002368,3,0.270863
nid002353,1,0.273334
nid003836,3,0.271207
nid003848,0,0.277494
nid003820,2,0.272513
nid003853,2,0.272564
nid003828,1,0.271224
nid003841,3,0.269558
nid002368,1,0.2738
nid003808,2,0.27282
nid003849,2,0.272957
nid002365,2,0.274493
nid002373,2,0.273821
nid002344,2,0.27465
nid003852,2,0.271113
nid002333,2,0.273271
nid003832,2,0.270406
nid002365,1,0.2742
nid003817,1,0.271298
nid002329,3,0.271441
nid003801,2,0.272984
nid002325,3,0.272074
nid003833,2,0.2731
nid002904,3,0.271235
nid002905,3,0.272587
nid003829,3,0.272628
nid003821,3,0.271027
nid003837,2,0.272709
nid003829,2,0.272552
nid002909,2,0.272798
nid002908,1,0.274551
nid002353,2,0.273942
nid003820,3,0.276774
nid002377,3,0.273441
nid003808,3,0.273043
nid003817,3,0.269123
nid002361,3,0.272908
nid003852,3,0.271722
nid002901,2,0.272752
nid003828,2,0.272515
nid002340,1,0.275006
nid002336,3,0.275004
nid002352,3,0.273385
nid002901,3,0.274416
nid003845,2,0.273177
nid003825,2,0.274774
nid003828,3,0.272253
nid002325,1,0.276556
nid002905,2,0.275352
nid002377,1,0.277369
nid003821,2,0.274031
nid002349,3,0.275567
nid003809,2,0.281423
nid003813,2,0.275197
nid002369,2,0.276889
nid002900,3,0.273688
nid002896,3,0.273699
nid003804,2,0.280224
nid002892,1,0.281103
nid002357,2,0.281422
nid002373,1,0.264692
nid002328,3,0.270095
nid003845,1,0.270664
nid002376,1,0.276341
nid003525,0,0.266629
nid003444,1,0.268382
nid003501,1,0.268767
nid003501,2,0.269375
nid003509,3,0.268903
nid003544,1,0.269109
nid003489,0,0.268716
nid003512,1,0.268331
nid003537,1,0.26766
nid003565,0,0.270258
nid003536,0,0.269896
nid003556,1,0.266684
nid003536,2,0.268818
nid003453,1,0.269961
nid003445,0,0.266984
nid003476,0,0.271007
nid003560,2,0.269214
nid003488,0,0.270555
nid003521,0,0.263873
nid003477,0,0.269142
nid003565,2,0.27164
nid003528,2,0.27028
nid003497,0,0.269462
nid003453,0,0.271625
nid003485,1,0.270018
nid003552,3,0.270125
nid003465,0,0.269918
nid003440,1,0.270056
nid003452,0,0.269768
nid003516,1,0.272001
nid003444,3,0.272502
nid003489,1,0.271705
nid003464,3,0.27009
nid003476,3,0.273017
nid003464,1,0.264809
nid003520,1,0.270938
nid003560,0,0.273468
nid003521,1,0.268703
nid003512,2,0.270373
nid003520,3,0.265562
nid003452,2,0.270732
nid003548,1,0.272109
nid003552,0,0.272385
nid003564,2,0.272924
nid003500,1,0.273718
nid003473,2,0.273548
nid003516,3,0.271031
nid003449,3,0.269775
nid003524,2,0.273468
nid003565,3,0.270369
nid003452,3,0.266442
nid003525,1,0.266847
nid003532,2,0.270795
nid003488,2,0.271801
nid003541,1,0.270126
nid003481,2,0.270706
nid003441,3,0.268159
nid003512,3,0.269625
nid003524,1,0.270429
nid003472,2,0.270144
nid003561,1,0.270138
nid003473,0,0.274589
nid003441,0,0.268423
nid003484,3,0.270195
nid003468,2,0.269562
nid003529,1,0.270534
nid003540,2,0.27356
nid003504,3,0.266761
nid003464,0,0.269586
nid003476,1,0.267545
nid003441,1,0.27028
nid003545,2,0.274735
nid003517,1,0.271801
nid003473,3,0.271923
nid003497,1,0.267757
nid003496,1,0.267226
nid003513,1,0.272037
nid003533,2,0.27263
nid003477,1,0.273732
nid003444,0,0.272167
nid003468,3,0.267174
nid003529,3,0.270944
nid003556,3,0.26774
nid003497,3,0.271188
nid003513,3,0.269352
nid003485,2,0.267566
nid003456,3,0.272264
nid003553,0,0.270205
nid003457,1,0.270742
nid003528,1,0.267544
nid003540,3,0.267759
nid003545,3,0.272512
nid003560,3,0.271254
nid003440,3,0.267438
nid003493,1,0.267129
nid003532,1,0.268335
nid003556,2,0.268257
nid003492,2,0.272869
nid003481,0,0.270844
nid003445,1,0.268172
nid003468,1,0.267912
nid003516,0,0.268252
nid003565,1,0.268334
nid003561,0,0.273735
nid003472,3,0.271475
nid003516,2,0.270566
nid003496,3,0.268228
nid003468,0,0.27227
nid003504,1,0.267963
nid003509,2,0.275571
nid003557,1,0.267447
nid003449,0,0.274167
nid003552,1,0.268459
nid003536,3,0.268982
nid003560,1,0.269747
nid003525,2,0.272708
nid003448,1,0.270916
nid003465,1,0.270943
nid003497,2,0.272942
nid003456,1,0.268728
nid003532,3,0.26912
nid003553,1,0.272698
nid003452,1,0.268849
nid003445,2,0.270857
nid003465,3,0.27065
nid003521,3,0.269101
nid003461,0,0.274316
nid003541,0,0.269902
nid003505,3,0.268585
nid003469,2,0.273273
nid003449,1,0.268797
nid003513,0,0.273278
nid003456,2,0.272519
nid003508,2,0.27525
nid003553,2,0.274029
nid003489,2,0.269052
nid003520,0,0.269319
nid003448,0,0.26963
nid003457,3,0.269352
nid003521,2,0.269567
nid003484,0,0.275475
nid003557,0,0.269053
nid003524,3,0.272263
nid003508,1,0.272424
nid003564,1,0.27396
nid003540,1,0.274159
nid003549,3,0.27092
nid003484,2,0.270103
nid003544,3,0.273625
nid003525,3,0.269957
nid003529,0,0.269926
nid003564,3,0.272093
nid003481,3,0.268286
nid003549,1,0.271067
nid003544,2,0.274174
nid003517,3,0.269061
nid003524,0,0.276983
nid003485,3,0.272522
nid003549,0,0.270056
nid003500,0,0.2703
nid003505,1,0.269382
nid003533,0,0.275017
nid003453,3,0.272572
nid003533,3,0.27254
nid003445,3,0.270231
nid003460,0,0.271868
nid003472,1,0.273571
nid003457,2,0.272021
nid003512,0,0.274716
nid003464,2,0.275669
nid003556,0,0.273168
nid003529,2,0.273341
nid003493,0,0.274007
nid003557,3,0.269314
nid003469,3,0.270532
nid003548,0,0.270526
nid003513,2,0.270145
nid003537,2,0.270123
nid003528,0,0.270466
nid003505,0,0.270088
nid003489,3,0.273282
nid003461,2,0.269883
nid003561,2,0.273311
nid003517,0,0.27546
nid003557,2,0.270391
nid003496,2,0.271413
nid003509,0,0.274664
nid003484,1,0.271669
nid003476,2,0.271576
nid003492,3,0.270904
nid003448,2,0.271398
nid003520,2,0.271257
nid003548,3,0.274247
nid003508,0,0.275709
nid003561,3,0.271753
nid003540,0,0.271353
nid003501,0,0.27164
nid003501,3,0.271239
nid003545,1,0.27166
nid003461,3,0.270545
nid003533,1,0.271093
nid003544,0,0.272413
nid003485,0,0.271341
nid003456,0,0.271172
nid003460,1,0.271717
nid003488,3,0.271584
nid003469,0,0.272059
nid003449,2,0.277653
nid003492,1,0.271583
nid003448,3,0.272053
nid003441,2,0.271276
nid003469,1,0.271962
nid003517,2,0.274987
nid003500,2,0.272532
nid003505,2,0.271557
nid003473,1,0.274026
nid003553,3,0.273126
nid003528,3,0.272589
nid003477,3,0.272438
nid003465,2,0.272121
nid003541,3,0.271719
nid003460,3,0.272591
nid003541,2,0.27213
nid003440,2,0.272613
nid003480,3,0.272579
nid003548,2,0.272818
nid003493,3,0.272292
nid003480,0,0.272974
nid003477,2,0.273628
